code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,total_clicks,active_days,clicks_day30,clicks_day60,clicks_day100,click_std,unique_activity_types,last_active_day,avg_assessment_score,score_std,num_assessments_submitted,tma_avg_score,exam_avg_score,late_submissions,num_modules_registered,withdrew,withdrawal_day,early_withdraw,registered_late,target,gender_enc,region_enc,highest_education_enc,imd_band_enc,age_band_enc,disability_enc,code_module_enc,code_presentation_enc
BBB,2014J,596728,F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Pass,699.0,29.0,140.0,160.0,202.0,6.734624153178426,9.0,237.0,85.0,9.82344135219425,5.0,85.0,0.0,1.0,1,0,999.0,0,0,1,0,10,0,1,0,0,1,3
BBB,2014J,596744,F,West Midlands Region,HE Qualification,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,12.0,1,0,0,0,11,1,0,0,0,1,3
BBB,2014J,596988,F,West Midlands Region,Lower Than A Level,20-30%,0-35,1,60,Y,Pass,912.0,76.0,113.0,178.0,430.0,5.175994042870842,7.0,252.0,84.8,14.324803663575986,5.0,84.8,0.0,0.0,2,1,-15.0,1,0,1,0,11,2,2,0,1,1,3
BBB,2014J,597532,F,South West Region,Lower Than A Level,60-70%,35-55,1,120,N,Withdrawn,401.0,36.0,92.0,205.0,256.0,2.398043906417167,7.0,209.0,74.55555555555556,17.924223212674455,9.0,72.75,0.0,6.0,2,1,24.0,1,0,0,0,9,2,6,1,0,1,3
BBB,2014J,597539,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,96.0,8.0,83.0,96.0,96.0,1.6758611631927844,7.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,1,0,999.0,0,0,0,0,11,2,4,0,0,1,3
BBB,2014J,597744,F,North Region,Lower Than A Level,0-10%,0-35,1,60,N,Withdrawn,175.0,5.0,161.0,161.0,161.0,6.7924870987685795,6.0,116.0,32.333333333333336,27.30079363925769,3.0,32.333333333333336,0.0,1.0,2,1,-163.0,1,0,0,0,4,2,0,0,0,1,3
BBB,2014J,597853,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,185.0,14.0,106.0,171.0,173.0,2.5132290753980384,8.0,115.0,86.5,19.091883092036785,2.0,86.5,0.0,1.0,1,1,121.0,0,0,0,0,6,0,2,0,0,1,3
BBB,2014J,598035,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,116.0,15.0,9.0,19.0,79.0,4.176851540924815,5.0,235.0,69.2,17.640861656959956,5.0,69.2,0.0,0.0,1,0,999.0,0,0,1,0,1,2,3,0,0,1,3
BBB,2014J,598201,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Pass,414.0,38.0,112.0,153.0,167.0,3.0097287541989215,7.0,236.0,59.6,33.15569332708939,5.0,59.6,0.0,0.0,1,0,999.0,0,0,1,0,10,2,0,0,0,1,3
BBB,2014J,598282,F,Ireland,Lower Than A Level,90-100%,0-35,1,60,N,Pass,1661.0,91.0,297.0,463.0,644.0,4.956526520697649,10.0,237.0,78.0,12.806248474865697,5.0,78.0,0.0,0.0,1,0,999.0,0,0,1,0,2,2,9,0,0,1,3
BBB,2014J,598313,M,London Region,A Level or Equivalent,40-50%,35-55,1,120,N,Pass,715.0,30.0,34.0,115.0,130.0,9.390059835956428,9.0,242.0,70.16666666666667,16.86910390823018,6.0,70.16666666666667,0.0,1.0,2,1,67.0,0,0,1,1,3,0,4,1,0,1,3
BBB,2014J,598317,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-38.0,1,0,0,0,1,0,4,1,0,1,3
BBB,2014J,598395,F,Wales,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn,6.0,2.0,6.0,6.0,6.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,58.0,0,0,0,0,10,2,3,0,1,1,3
BBB,2014J,598581,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,714.0,26.0,159.0,401.0,551.0,8.158531965716406,9.0,197.0,45.8,25.381095327034252,5.0,45.8,0.0,0.0,1,0,999.0,0,0,1,0,3,0,3,0,0,1,3
BBB,2014J,598769,F,Wales,Lower Than A Level,20-30%,0-35,2,180,N,Fail,296.0,20.0,227.0,259.0,296.0,3.4080355633396016,7.0,93.0,79.5,28.991378028648448,2.0,79.5,0.0,0.0,1,0,999.0,0,0,0,0,10,2,2,0,0,1,3
BBB,2014J,598837,F,Wales,Lower Than A Level,60-70%,0-35,0,60,N,Pass,766.0,33.0,3.0,165.0,191.0,5.789941975464178,7.0,235.0,53.4,29.66985001647295,5.0,53.4,0.0,1.0,1,0,999.0,0,0,1,0,10,2,6,0,0,1,3
BBB,2014J,599108,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,291.0,19.0,73.0,234.0,236.0,8.00758257037532,8.0,213.0,82.0,12.083045973594572,5.0,82.0,0.0,0.0,1,0,999.0,0,0,0,0,10,0,0,0,0,1,3
BBB,2014J,599232,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-6.0,1,0,0,0,9,0,5,1,0,1,3
BBB,2014J,599323,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,407.0,17.0,407.0,407.0,407.0,5.133009322082753,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,999.0,0,0,0,0,1,0,4,0,1,1,3
BBB,2014J,599355,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,966.0,51.0,112.0,261.0,292.0,8.490209970233094,10.0,262.0,65.8,36.74506769622285,5.0,65.8,0.0,0.0,1,0,999.0,0,0,1,0,0,0,9,0,0,1,3
BBB,2014J,599644,F,Wales,Lower Than A Level,10-20,35-55,1,60,Y,Withdrawn,421.0,28.0,136.0,333.0,411.0,2.694507587145142,7.0,116.0,60.8,23.77393530739074,5.0,54.666666666666664,0.0,2.0,2,1,1.0,1,0,0,0,10,2,1,1,1,1,3
BBB,2014J,600387,F,North Region,A Level or Equivalent,,0-35,0,60,N,Distinction,1197.0,65.0,254.0,314.0,431.0,5.5807101062891515,10.0,236.0,65.2,36.12755181298616,5.0,65.2,0.0,0.0,1,0,999.0,0,0,1,0,4,0,-1,0,0,1,3
BBB,2014J,600398,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,443.0,39.0,58.0,91.0,149.0,4.01981614776353,6.0,220.0,51.4,29.41598205057924,5.0,51.4,0.0,1.0,1,0,999.0,0,0,1,0,0,0,4,0,0,1,3
BBB,2014J,600404,F,North Western Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,134.0,7.0,26.0,134.0,134.0,3.2318643550825414,5.0,46.0,100.0,0.0,1.0,100.0,0.0,0.0,1,0,999.0,0,0,0,0,5,2,4,1,0,1,3
BBB,2014J,600415,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,1541.0,72.0,153.0,413.0,494.0,5.226252473726403,9.0,237.0,79.4,13.776792079435621,5.0,79.4,0.0,0.0,1,0,999.0,0,0,1,0,9,0,5,0,0,1,3
BBB,2014J,600428,F,South East Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass,850.0,71.0,224.0,327.0,334.0,5.53419528936575,9.0,239.0,65.0,21.13054660911544,5.0,65.0,0.0,0.0,2,1,135.0,0,0,1,0,7,0,7,1,0,1,3
BBB,2014J,600463,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Pass,147.0,17.0,30.0,30.0,31.0,3.449970847786212,6.0,236.0,65.4,20.63492185592182,5.0,65.4,0.0,0.0,1,0,999.0,0,0,1,0,11,0,7,0,1,1,3
BBB,2014J,600606,F,South Region,Lower Than A Level,90-100%,35-55,0,60,Y,Pass,1158.0,64.0,104.0,114.0,359.0,4.64290840870086,7.0,216.0,76.23076923076923,27.21872470118639,13.0,61.375,0.0,0.0,2,0,999.0,0,0,1,0,8,2,9,1,1,1,3
BBB,2014J,600658,F,Wales,Lower Than A Level,40-50%,0-35,2,120,N,Fail,89.0,15.0,71.0,89.0,89.0,1.8026355564824936,6.0,41.0,100.0,0.0,1.0,100.0,0.0,0.0,1,0,999.0,0,0,0,0,10,2,4,0,0,1,3
BBB,2014J,600664,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,967.0,63.0,401.0,456.0,509.0,7.304150202543144,5.0,256.0,79.2,12.275992831539126,5.0,79.2,0.0,1.0,1,0,999.0,0,0,1,0,12,2,0,0,0,1,3
BBB,2014J,601247,M,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass,1177.0,37.0,136.0,271.0,325.0,7.090764296892266,9.0,231.0,71.6,16.83151805393679,5.0,71.6,0.0,0.0,1,0,999.0,0,0,1,1,6,1,4,1,0,1,3
BBB,2014J,601285,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-12.0,1,0,0,0,5,0,0,0,1,1,3
BBB,2014J,601316,F,South West Region,Lower Than A Level,40-50%,35-55,1,60,N,Withdrawn,142.0,9.0,30.0,74.0,78.0,4.299633681540936,6.0,118.0,40.5,55.86143571373726,2.0,40.5,0.0,0.0,2,1,20.0,1,0,0,0,9,2,4,1,0,1,3
BBB,2014J,601706,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,120,Y,Pass,1260.0,83.0,462.0,881.0,1072.0,3.4827125026729275,9.0,237.0,91.0,11.352924243950936,10.0,85.0,0.0,4.0,2,1,235.0,0,0,1,0,0,0,7,0,1,1,3
BBB,2014J,601803,F,North Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,316.0,20.0,222.0,302.0,316.0,3.9530940909709162,9.0,97.0,85.0,21.213203435596427,2.0,85.0,0.0,0.0,1,0,999.0,0,0,0,0,4,0,3,0,0,1,3
BBB,2014J,601874,F,Wales,Lower Than A Level,10-20,35-55,0,60,N,Fail,849.0,38.0,491.0,745.0,758.0,4.650288858743574,8.0,199.0,71.0,19.77371993328519,5.0,71.0,0.0,0.0,1,0,999.0,0,0,0,0,10,2,1,1,0,1,3
BBB,2014J,601882,F,South West Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-53.0,1,0,0,0,9,0,2,0,1,1,3
BBB,2014J,601930,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,53.0,12.0,42.0,53.0,53.0,1.428045698193525,5.0,49.0,76.5,33.23401871576773,2.0,76.5,0.0,0.0,1,1,53.0,0,0,0,0,11,2,0,0,0,1,3
BBB,2014J,601983,F,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,2729.0,195.0,481.0,778.0,1209.0,2.757652186203577,10.0,241.0,82.38461538461539,20.164070610611926,13.0,67.28571428571429,0.0,0.0,2,1,201.0,0,0,0,0,9,0,9,1,0,1,3
BBB,2014J,602109,F,Ireland,Lower Than A Level,60-70%,35-55,0,60,N,Fail,128.0,15.0,47.0,87.0,106.0,2.2065184189057563,6.0,258.0,65.2,19.562719647329203,5.0,65.2,0.0,1.0,1,0,999.0,0,0,0,0,2,2,6,1,0,1,3
BBB,2014J,602448,F,Ireland,A Level or Equivalent,70-80%,0-35,1,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5,10.606601717798213,3.0,57.5,0.0,1.0,1,0,999.0,0,1,0,0,2,0,7,0,0,1,3
BBB,2014J,602471,M,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,1997.0,84.0,229.0,468.0,700.0,5.362248887179586,9.0,261.0,71.0,20.784609690826525,5.0,71.0,0.0,1.0,1,0,999.0,0,0,1,1,3,2,0,1,0,1,3
BBB,2014J,602570,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,2,120,N,Fail,277.0,22.0,25.0,178.0,192.0,9.530280670886073,9.0,233.0,37.8,20.68090907092819,5.0,37.8,0.0,2.0,1,0,999.0,0,0,0,0,0,0,2,0,0,1,3
BBB,2014J,602666,F,South East Region,A Level or Equivalent,20-30%,0-35,1,90,Y,Pass,174.0,15.0,81.0,82.0,83.0,3.5004807362154393,5.0,233.0,58.2,33.70014836762592,5.0,58.2,0.0,3.0,2,1,9.0,1,0,1,0,7,0,2,0,1,1,3
BBB,2014J,602696,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,1338.0,54.0,143.0,254.0,446.0,6.441515697815916,9.0,245.0,85.8,10.497618777608569,5.0,85.8,0.0,0.0,1,0,999.0,0,0,1,0,1,0,8,1,0,1,3
BBB,2014J,602779,F,London Region,No Formal quals,50-60%,35-55,0,300,N,Pass,1304.0,51.0,106.0,351.0,392.0,5.933784255322738,9.0,237.0,71.2,17.108477430794363,5.0,71.2,0.0,1.0,1,0,999.0,0,0,1,0,3,3,5,1,0,1,3
BBB,2014J,602865,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,2049.0,102.0,306.0,703.0,1027.0,5.835750455719258,10.0,251.0,52.6,29.585469406450187,5.0,52.6,0.0,0.0,1,0,999.0,0,0,1,0,3,0,1,0,0,1,3
BBB,2014J,602943,M,East Anglian Region,Lower Than A Level,50-60%,0-35,1,60,N,Distinction,975.0,54.0,56.0,189.0,263.0,5.035289374048654,7.0,254.0,87.2,11.882760622010355,5.0,87.2,0.0,0.0,1,0,999.0,0,0,1,1,0,2,5,0,0,1,3
BBB,2014J,603055,F,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,312.0,27.0,35.0,44.0,61.0,2.379699714710784,7.0,237.0,73.4,15.453155017665486,5.0,73.4,0.0,1.0,1,0,999.0,0,0,1,0,10,0,5,1,0,1,3
BBB,2014J,603113,F,South East Region,A Level or Equivalent,10-20,0-35,1,60,Y,Pass,677.0,39.0,82.0,103.0,151.0,4.655003641248538,8.0,236.0,65.0,38.4252521136817,5.0,65.0,0.0,0.0,2,1,3.0,1,0,1,0,7,0,1,0,1,1,3
BBB,2014J,603121,F,Ireland,Lower Than A Level,0-10%,35-55,0,60,N,Fail,34.0,3.0,1.0,34.0,34.0,1.1742858972247996,5.0,60.0,58.0,0.0,1.0,58.0,0.0,1.0,1,0,999.0,0,0,0,0,2,2,0,1,0,1,3
BBB,2014J,603200,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,365.0,38.0,47.0,82.0,108.0,2.908946317842508,6.0,235.0,59.8,33.146643872344,5.0,59.8,0.0,0.0,1,0,999.0,0,0,1,0,0,2,3,0,0,1,3
BBB,2014J,603203,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-152.0,1,0,0,0,7,0,2,0,0,1,3
BBB,2014J,603580,F,South East Region,Lower Than A Level,70-80%,35-55,0,120,N,Pass,2659.0,135.0,622.0,798.0,1152.0,6.929639939439665,8.0,257.0,59.0,34.285565475867536,5.0,59.0,0.0,0.0,1,0,999.0,0,0,1,0,7,2,7,1,0,1,3
BBB,2014J,603731,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,1530.0,62.0,183.0,315.0,477.0,6.613535774455664,10.0,262.0,54.0,29.715315916207253,5.0,54.0,0.0,0.0,1,0,999.0,0,0,1,1,6,0,0,0,0,1,3
BBB,2014J,603746,F,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,100.0,10.0,28.0,33.0,38.0,2.0,6.0,201.0,80.6,14.380542409798037,5.0,80.6,0.0,1.0,1,0,999.0,0,0,1,0,3,0,6,0,0,1,3
BBB,2014J,603921,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,180,N,Pass,797.0,51.0,272.0,326.0,373.0,4.136732608300943,7.0,247.0,84.76923076923077,13.887367438034264,13.0,77.75,0.0,5.0,2,0,999.0,0,0,1,0,1,2,6,0,0,1,3
BBB,2014J,604358,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,1456.0,80.0,196.0,220.0,335.0,5.773191730219945,10.0,234.0,84.0,12.409673645990857,5.0,84.0,0.0,0.0,1,0,999.0,0,0,1,0,8,0,5,0,0,1,3
BBB,2014J,604725,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Distinction,1610.0,97.0,178.0,444.0,700.0,7.237700859077435,7.0,237.0,64.0,36.24224054884024,5.0,64.0,0.0,0.0,1,0,999.0,0,0,1,0,0,0,3,1,0,1,3
BBB,2014J,604950,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,2481.0,108.0,438.0,601.0,1240.0,7.999784948951807,10.0,240.0,79.6,17.41551032843999,5.0,79.6,0.0,2.0,1,0,999.0,0,0,1,0,3,2,1,1,0,1,3
BBB,2014J,604990,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass,2384.0,163.0,470.0,852.0,1021.0,5.647408403099555,8.0,259.0,50.8,28.612934138252932,5.0,50.8,0.0,0.0,1,0,999.0,0,0,1,0,0,2,3,1,0,1,3
BBB,2014J,605068,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,1854.0,106.0,157.0,228.0,481.0,5.780019254416211,9.0,256.0,55.4,30.924100633648184,5.0,55.4,0.0,0.0,1,0,999.0,0,0,1,0,9,0,2,0,0,1,3
BBB,2014J,605089,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,180,Y,Pass,407.0,32.0,196.0,210.0,216.0,4.0775782708616095,8.0,237.0,62.8,21.194338866782328,5.0,62.8,0.0,0.0,1,0,999.0,0,0,1,0,11,0,1,0,1,1,3
BBB,2014J,605186,F,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,50.0,6.0,30.0,50.0,50.0,2.7290326212083005,4.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,999.0,0,0,0,0,3,2,2,0,0,1,3
BBB,2014J,605243,F,East Anglian Region,HE Qualification,80-90%,0-35,0,60,N,Pass,1332.0,59.0,99.0,202.0,421.0,5.414339303503055,9.0,237.0,83.4,13.221195104830725,5.0,83.4,0.0,0.0,1,0,999.0,0,0,1,0,0,1,8,0,0,1,3
BBB,2014J,605383,F,North Region,A Level or Equivalent,10-20,0-35,0,180,N,Withdrawn,19.0,3.0,12.0,19.0,19.0,1.4491376746189437,4.0,42.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,48.0,0,0,0,0,4,0,1,0,0,1,3
BBB,2014J,605770,F,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,539.0,28.0,202.0,207.0,350.0,6.440459645106982,10.0,237.0,74.8,14.131525041551601,5.0,74.8,0.0,0.0,1,0,999.0,0,0,1,0,10,0,3,0,0,1,3
BBB,2014J,605771,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,Y,Pass,5319.0,238.0,1689.0,1797.0,2174.0,9.063375134315056,10.0,259.0,50.8,28.769775807259954,5.0,50.8,0.0,1.0,2,1,-51.0,1,0,1,0,11,0,4,0,1,1,3
BBB,2014J,605901,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Withdrawn,737.0,40.0,87.0,95.0,196.0,3.448115773530659,8.0,240.0,90.91666666666667,14.724490010204295,12.0,81.83333333333333,0.0,3.0,2,1,150.0,0,0,0,0,11,0,1,0,1,1,3
BBB,2014J,606004,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,15.0,3.0,15.0,15.0,15.0,0.8660254037844386,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4.0,1,0,0,0,3,2,1,0,0,1,3
BBB,2014J,606027,F,South West Region,Lower Than A Level,70-80%,0-35,0,60,Y,Pass,1490.0,49.0,301.0,368.0,577.0,10.450538831260113,9.0,237.0,80.8,12.357184145265457,5.0,80.8,0.0,1.0,1,0,999.0,0,0,1,0,9,2,7,0,1,1,3
BBB,2014J,606105,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,170.0,12.0,104.0,131.0,134.0,2.5437816238227264,7.0,151.0,56.6,32.65424934062947,5.0,56.6,0.0,0.0,1,0,999.0,0,0,1,0,11,0,1,0,0,1,3
BBB,2014J,606134,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,1408.0,56.0,272.0,441.0,709.0,7.363039914837563,9.0,241.0,73.4,24.388521890430344,5.0,73.4,0.0,0.0,1,0,999.0,0,0,1,0,0,0,5,0,0,1,3
BBB,2014J,606239,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,Pass,800.0,63.0,152.0,339.0,363.0,3.553069550824876,9.0,241.0,62.0,35.078483433580764,5.0,62.0,0.0,2.0,1,0,999.0,0,0,1,0,6,1,6,1,0,1,3
BBB,2014J,606391,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,2332.0,89.0,232.0,420.0,991.0,14.45236537397635,8.0,258.0,88.92857142857143,12.325485078388699,14.0,80.625,0.0,0.0,2,0,999.0,0,0,1,0,12,2,5,1,0,1,3
BBB,2014J,606442,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,773.0,26.0,74.0,197.0,296.0,6.934628536836824,6.0,221.0,47.8,26.404545063303026,5.0,47.8,0.0,0.0,1,0,999.0,0,0,1,0,0,0,2,0,0,1,3
BBB,2014J,606517,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,231.0,22.0,94.0,147.0,213.0,4.347178301343696,6.0,255.0,54.0,31.024184114977142,5.0,54.0,0.0,0.0,1,0,999.0,0,0,1,0,1,0,5,0,0,1,3
BBB,2014J,606531,F,London Region,HE Qualification,20-30%,0-35,0,120,Y,Fail,7.0,2.0,6.0,6.0,7.0,0.0,3.0,64.0,30.5,41.71930009000631,2.0,30.5,0.0,1.0,1,0,999.0,0,0,0,0,3,1,2,0,1,1,3
BBB,2014J,606535,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,4680.0,209.0,953.0,1591.0,2279.0,5.861188498566289,10.0,256.0,59.4,23.22283359110167,5.0,59.4,0.0,1.0,1,0,999.0,0,0,1,1,11,2,0,1,0,1,3
BBB,2014J,606586,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,30.0,9.0,15.0,15.0,18.0,1.1472473449907108,6.0,220.0,81.4,12.09545369136685,5.0,81.4,0.0,0.0,1,0,999.0,0,0,1,0,3,0,4,0,0,1,3
BBB,2014J,606861,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,861.0,50.0,59.0,124.0,222.0,4.403227354839985,9.0,241.0,76.2,13.845576911057194,5.0,76.2,0.0,0.0,1,0,999.0,0,0,1,0,12,0,0,0,0,1,3
BBB,2014J,606864,F,South East Region,HE Qualification,10-20,0-35,0,60,N,Pass,1001.0,50.0,161.0,197.0,429.0,6.084674929287353,8.0,237.0,70.71428571428571,26.15465415687874,14.0,63.75,0.0,0.0,2,0,999.0,0,0,1,0,7,1,1,0,0,1,3
BBB,2014J,606914,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,37.0,8.0,13.0,13.0,16.0,0.8836272412331317,4.0,152.0,35.0,31.096623610932426,3.0,35.0,0.0,2.0,1,1,163.0,0,0,0,0,7,0,2,0,0,1,3
BBB,2014J,607062,F,Scotland,Lower Than A Level,20-30%,0-35,1,120,N,Pass,571.0,66.0,113.0,246.0,292.0,4.309936571499142,8.0,245.0,37.2,25.528415540334656,5.0,37.2,0.0,0.0,2,1,30.0,1,0,1,0,6,2,2,0,0,1,3
BBB,2014J,607176,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,324.0,20.0,77.0,189.0,193.0,4.545057530618344,8.0,200.0,71.0,20.428737928059416,4.0,71.0,0.0,1.0,1,1,200.0,0,0,0,0,9,0,7,0,0,1,3
BBB,2014J,607603,F,South Region,A Level or Equivalent,80-90%,0-35,1,60,N,Pass,665.0,39.0,155.0,272.0,340.0,6.157001865615121,6.0,228.0,61.0,34.64823227814083,5.0,61.0,0.0,1.0,1,0,999.0,0,0,1,0,8,0,8,0,0,1,3
BBB,2014J,607923,F,Wales,HE Qualification,0-10%,0-35,0,120,N,Distinction,1087.0,61.0,166.0,268.0,535.0,6.7210029794047585,10.0,244.0,84.0,8.97217922246318,5.0,84.0,0.0,0.0,1,0,999.0,0,0,1,0,10,1,0,0,0,1,3
BBB,2014J,608068,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,223.0,18.0,77.0,88.0,160.0,5.420871216774887,6.0,179.0,46.333333333333336,39.31072796748151,3.0,46.333333333333336,0.0,0.0,1,1,187.0,0,0,0,0,8,0,9,0,0,1,3
BBB,2014J,608134,F,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Pass,878.0,52.0,147.0,296.0,363.0,6.678643057715352,9.0,247.0,73.8,14.805404418657398,5.0,73.8,0.0,4.0,1,0,999.0,0,0,1,0,10,2,9,0,0,1,3
BBB,2014J,608195,F,West Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,1238.0,65.0,6.0,93.0,125.0,4.05142902129548,10.0,237.0,85.0,14.827209914415922,14.0,81.25,0.0,2.0,2,0,999.0,0,0,0,0,11,2,5,1,0,1,3
BBB,2014J,608319,F,East Anglian Region,Lower Than A Level,50-60%,0-35,1,60,Y,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4.0,1,0,0,0,0,2,5,0,1,1,3
BBB,2014J,608448,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,2230.0,166.0,470.0,740.0,930.0,3.954361471568802,10.0,255.0,87.6,6.949820141557622,5.0,87.6,0.0,0.0,1,0,999.0,0,0,1,0,7,0,8,0,0,1,3
BBB,2014J,608851,F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,1548.0,77.0,78.0,187.0,512.0,9.740655649566996,10.0,241.0,58.2,32.553033652794944,5.0,58.2,0.0,0.0,1,0,999.0,0,0,1,0,6,1,6,0,0,1,3
BBB,2014J,609194,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,1,90,N,Pass,1365.0,96.0,442.0,572.0,636.0,5.82964335918804,11.0,236.0,58.416666666666664,21.01712865663854,12.0,57.09090909090909,73.0,5.0,2,0,999.0,0,0,1,0,12,2,0,0,0,1,3
BBB,2014J,609203,F,West Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,1063.0,54.0,90.0,118.0,241.0,7.002626031876713,9.0,258.0,64.2,20.620378270051205,5.0,64.2,0.0,0.0,1,0,999.0,0,0,0,0,11,2,5,1,0,1,3
BBB,2014J,609403,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,1954.0,79.0,224.0,406.0,455.0,6.335741123983084,10.0,249.0,75.85714285714286,15.530897952429898,14.0,67.75,0.0,3.0,2,0,999.0,0,0,1,0,1,2,8,1,0,1,3
