id_student,total_clicks,final_result
516238,2544,Pass
516281,653,Fail
516318,69,Fail
516364,345,Withdrawn
516398,1211,Pass
516398,1211,Withdrawn
516405,30,Withdrawn
516432,2431,Pass
516434,2440,Pass
516434,2440,Pass
516435,1037,Fail
516447,1,Withdrawn
516450,1349,Distinction
516456,211,Pass
516475,105,Pass
516495,477,Fail
516496,584,Pass
516529,261,Distinction
516562,450,Fail
516588,21,Fail
516601,183,Fail
516602,1316,Distinction
516620,1546,Fail
516634,4793,Pass
516653,685,Fail
516673,160,Withdrawn
516685,350,Withdrawn
516726,883,Distinction
516728,28,Fail
516770,7193,Withdrawn
516770,7193,Pass
516776,10,Fail
516841,559,Pass
516843,2393,Withdrawn
516894,24,Fail
516926,130,Fail
516946,914,Fail
517000,4243,Distinction
517016,18,Fail
517043,136,Pass
517062,1715,Withdrawn
517093,3621,Distinction
517094,1258,Distinction
517175,11,Fail
517195,2093,Fail
517223,100,Fail
517231,4964,Pass
517263,453,Pass
517269,21123,Pass
517274,1633,Pass
517277,2772,Pass
517349,3344,Withdrawn
517349,3344,Pass
517352,720,Pass
517362,237,Withdrawn
517416,5101,Distinction
517416,5101,Pass
517474,947,Pass
517481,1441,Fail
517486,342,Fail
517551,2170,Pass
517553,103,Withdrawn
517569,1653,Pass
517571,14,Withdrawn
517617,636,Pass
517646,2422,Pass
517679,578,Distinction
517701,46,Withdrawn
517726,54,Withdrawn
517731,5277,Pass
517778,649,Distinction
517850,3284,Fail
517864,738,Pass
517890,657,Distinction
517999,4984,Distinction
518029,74,Withdrawn
518097,686,Fail
518116,311,Fail
518116,311,Fail
518126,228,Pass
518134,333,Fail
518145,598,Pass
518155,507,Withdrawn
518189,444,Pass
518194,126,Withdrawn
518210,3627,Pass
518223,528,Pass
518244,2140,Pass
518258,4280,Distinction
518265,7,Withdrawn
518288,319,Fail
518330,13,Withdrawn
518330,13,Withdrawn
518349,3570,Pass
518359,6018,Distinction
518359,6018,Distinction
518363,1515,Pass
518364,1723,Fail
518385,3,Withdrawn
518389,730,Pass
518412,2249,Pass
518436,1464,Pass
518451,15,Withdrawn
518469,943,Fail
518496,547,Pass
518503,169,Withdrawn
518544,2557,Pass
518661,103,Pass
518709,114,Withdrawn
518711,19,Fail
518731,322,Fail
518771,364,Fail
518805,133,Withdrawn
518808,1443,Pass
518831,9570,Pass
518862,962,Pass
518876,513,Pass
518879,1798,Pass
518904,169,Fail
518906,3,Withdrawn
518930,871,Fail
518937,2716,Pass
518951,415,Fail
518970,431,Pass
519012,192,Fail
519057,342,Pass
519078,401,Pass
519084,22,Fail
519091,542,Distinction
519094,2924,Pass
519100,125,Withdrawn
519102,2672,Fail
519115,2115,Fail
519116,913,Withdrawn
519116,913,Withdrawn
519155,1619,Withdrawn
519185,4,Fail
519211,671,Fail
519222,1868,Pass
519258,1412,Withdrawn
519258,1412,Fail
519294,428,Pass
519358,83,Withdrawn
519387,812,Fail
519449,1,Withdrawn
519472,1733,Pass
519506,266,Pass
519510,2414,Pass
519540,302,Fail
519544,711,Pass
519552,1584,Pass
519584,1118,Pass
519589,249,Fail
519589,249,Fail
519600,48,Withdrawn
519602,203,Pass
519622,104,Fail
519684,3937,Withdrawn
519684,3937,Pass
519715,5251,Pass
519800,4459,Pass
519859,1085,Pass
519879,105,Withdrawn
519910,346,Fail
519936,2224,Pass
519941,540,Withdrawn
519945,17,Withdrawn
519961,167,Fail
519969,2303,Fail
519995,6,Withdrawn
520002,4620,Pass
520006,213,Distinction
520024,323,Withdrawn
520024,323,Pass
520061,8002,Withdrawn
520061,8002,Fail
520073,1297,Fail
520076,3984,Pass
520077,7565,Fail
520077,7565,Distinction
520082,3497,Pass
520097,6383,Distinction
520100,16,Fail
520150,1504,Pass
520153,8,Withdrawn
520153,8,Withdrawn
520187,4620,Pass
520249,624,Withdrawn
520265,2,Fail
520286,766,Distinction
520307,206,Withdrawn
520325,300,Fail
520332,2090,Withdrawn
520332,2090,Pass
520349,1408,Withdrawn
520349,1408,Pass
520360,1165,Withdrawn
520377,2914,Pass
520400,837,Fail
520544,3142,Fail
520588,2298,Fail
520711,3297,Fail
520749,65,Withdrawn
520750,173,Fail
520750,173,Fail
520751,517,Withdrawn
520824,365,Withdrawn
520824,365,Withdrawn
520836,734,Pass
520854,16,Withdrawn
520857,1550,Fail
520873,476,Withdrawn
520891,3502,Pass
520962,2387,Pass
520972,3487,Pass
521032,584,Withdrawn
521032,584,Withdrawn
521051,553,Pass
521069,152,Fail
521081,1019,Fail
521081,1019,Pass
521096,3322,Pass
521109,809,Withdrawn
521109,809,Withdrawn
521115,3572,Pass
521115,3572,Pass
521153,188,Fail
521160,1522,Pass
521164,385,Fail
521164,385,Distinction
521249,18,Withdrawn
521255,1520,Withdrawn
521255,1520,Fail
521292,597,Pass
521297,2307,Pass
521329,2800,Pass
521341,2277,Pass
521350,75,Fail
521377,229,Withdrawn
521377,229,Fail
521394,1952,Pass
521404,828,Distinction
521430,6869,Distinction
521496,1,Fail
521509,176,Pass
521526,1240,Pass
521541,922,Fail
521542,13,Fail
521542,13,Fail
521590,2691,Pass
521601,69,Withdrawn
521614,3335,Distinction
521631,682,Pass
521644,618,Distinction
521666,1,Fail
521671,7,Fail
521703,574,Withdrawn
521709,393,Pass
521742,2088,Fail
521755,1130,Withdrawn
521764,1099,Pass
521788,210,Fail
521895,144,Pass
521903,502,Fail
521957,267,Withdrawn
521957,267,Withdrawn
522004,275,Withdrawn
522007,3872,Fail
522023,505,Fail
522082,4573,Withdrawn
522082,4573,Pass
522087,389,Distinction
522090,180,Pass
522129,117,Withdrawn
522189,1357,Pass
522205,397,Fail
522249,751,Pass
522257,8629,Pass
522257,8629,Pass
522302,3,Fail
522312,2081,Pass
522312,2081,Pass
522363,1929,Withdrawn
522363,1929,Withdrawn
522373,501,Pass
522381,995,Pass
522383,550,Fail
522426,1515,Pass
522428,4,Fail
522433,3373,Fail
522434,1162,Pass
522441,294,Pass
522443,375,Fail
522446,7505,Pass
522473,1749,Pass
522478,205,Fail
522479,14,Fail
522482,212,Withdrawn
522484,1276,Fail
522484,1276,Distinction
522512,10,Fail
522525,5678,Pass
522525,5678,Pass
522529,1274,Pass
522534,696,Withdrawn
522538,443,Withdrawn
522538,443,Withdrawn
522561,717,Distinction
522572,1239,Pass
522622,21,Pass
522645,264,Fail
522650,42,Withdrawn
522654,773,Pass
522682,54,Withdrawn
522690,214,Withdrawn
522690,214,Withdrawn
522708,341,Fail
522714,1573,Pass
522718,2835,Pass
522731,299,Pass
522739,9,Withdrawn
522740,1476,Pass
522743,3103,Pass
522754,301,Pass
522777,883,Pass
522792,2915,Pass
522840,998,Pass
522850,7514,Pass
522859,4078,Pass
522862,330,Withdrawn
522862,330,Fail
522878,979,Withdrawn
522881,112,Fail
522889,629,Fail
522891,770,Pass
522894,1707,Pass
522899,1561,Fail
522923,2711,Pass
522924,433,Withdrawn
522994,783,Pass
523012,901,Pass
523017,2912,Pass
523021,383,Withdrawn
523047,78,Fail
523061,1795,Pass
523061,1795,Pass
523079,848,Pass
523132,1280,Pass
523142,1620,Fail
523156,8,Withdrawn
523169,1050,Pass
523239,423,Withdrawn
523239,423,Fail
523247,909,Distinction
523248,636,Pass
523249,2745,Pass
523271,110,Withdrawn
523275,769,Withdrawn
523331,7,Fail
523334,344,Withdrawn
523335,1705,Withdrawn
523335,1705,Fail
523392,1220,Fail
523419,3,Fail
523427,56,Withdrawn
523466,656,Pass
523545,440,Pass
523583,288,Withdrawn
523583,288,Fail
523589,795,Withdrawn
523596,357,Fail
523599,224,Pass
523630,556,Pass
523632,43,Withdrawn
523655,258,Pass
523672,401,Pass
523680,9616,Pass
523700,3208,Fail
523710,285,Fail
523757,54,Fail
523762,1145,Pass
523762,1145,Pass
523777,5,Fail
523803,326,Pass
523804,183,Fail
523817,63,Withdrawn
523817,63,Withdrawn
523831,783,Withdrawn
523833,5585,Pass
523834,178,Withdrawn
523841,1085,Fail
523857,2588,Pass
523857,2588,Pass
523872,3610,Pass
523872,3610,Pass
523875,5258,Distinction
523905,1552,Pass
523928,2190,Pass
523940,7094,Distinction
523944,3157,Pass
523966,792,Pass
523971,1485,Fail
523978,1172,Pass
524019,534,Withdrawn
524020,106,Withdrawn
524020,106,Withdrawn
524043,328,Distinction
524076,22,Fail
524101,1622,Withdrawn
524109,264,Fail
524128,4723,Distinction
524137,3404,Withdrawn
524137,3404,Pass
524160,3776,Pass
524170,244,Withdrawn
524171,2,Fail
524175,1117,Fail
524227,1794,Pass
524232,181,Withdrawn
524261,2038,Withdrawn
524261,2038,Withdrawn
524276,195,Withdrawn
524276,195,Fail
524290,811,Pass
524295,2692,Pass
524296,1494,Fail
524361,2142,Pass
524369,686,Pass
524374,96,Withdrawn
524377,2934,Pass
524378,3794,Pass
524378,3794,Pass
524379,366,Withdrawn
524379,366,Withdrawn
524384,1560,Fail
524386,295,Fail
524386,295,Fail
524396,1223,Pass
524407,4017,Pass
524427,864,Pass
524431,1024,Withdrawn
524431,1024,Withdrawn
524431,1024,Withdrawn
524452,2245,Pass
524466,2882,Pass
524496,111,Withdrawn
524496,111,Fail
524575,1521,Distinction
524598,4,Fail
524631,1157,Fail
524711,247,Pass
524731,32,Fail
524769,36,Withdrawn
524790,6539,Distinction
524791,1186,Fail
524825,1745,Pass
524827,686,Withdrawn
524845,5380,Pass
524851,51,Withdrawn
524938,3136,Fail
524968,18,Withdrawn
524974,2027,Pass
524984,16,Withdrawn
524996,431,Withdrawn
525027,129,Withdrawn
525060,213,Withdrawn
525066,1977,Fail
525068,475,Distinction
525128,184,Fail
525189,67,Withdrawn
525217,1913,Pass
525246,1878,Pass
525332,1338,Fail
525332,1338,Fail
525412,4679,Fail
525412,4679,Pass
525456,1165,Pass
525469,1364,Pass
525472,1154,Distinction
525490,2520,Fail
525501,2099,Pass
525512,2464,Pass
525520,970,Fail
525523,75,Withdrawn
525557,79,Fail
525596,33,Withdrawn
525624,4683,Pass
525625,1637,Pass
525632,3726,Pass
525635,690,Fail
525679,119,Fail
525683,5391,Pass
525700,5124,Distinction
525703,1999,Pass
525749,3468,Distinction
525762,340,Withdrawn
525800,183,Withdrawn
525820,1442,Fail
525832,3209,Pass
525869,38,Fail
525870,756,Pass
525874,397,Fail
525877,274,Withdrawn
525885,505,Fail
525942,1902,Withdrawn
525942,1902,Fail
525974,2596,Distinction
526051,5780,Withdrawn
526051,5780,Distinction
526060,58,Withdrawn
526068,1025,Pass
526073,1772,Withdrawn
526073,1772,Pass
526088,102,Fail
526098,676,Withdrawn
526098,676,Withdrawn
526124,108,Withdrawn
526132,100,Withdrawn
526151,3018,Pass
526158,555,Pass
526175,192,Fail
526177,168,Pass
526200,725,Fail
526235,1037,Withdrawn
526235,1037,Fail
526242,1333,Pass
526285,290,Pass
526303,3571,Withdrawn
526303,3571,Pass
526352,906,Pass
526356,11,Withdrawn
526370,532,Pass
526392,67,Fail
526417,7186,Distinction
526426,75,Withdrawn
526441,672,Fail
526506,408,Withdrawn
526506,408,Withdrawn
526527,458,Fail
526547,151,Withdrawn
526549,2378,Pass
526551,4022,Pass
526559,2830,Pass
526564,3212,Withdrawn
526589,2907,Fail
526601,4719,Withdrawn
526601,4719,Pass
526659,338,Withdrawn
526679,2326,Pass
526699,165,Withdrawn
526699,165,Withdrawn
526721,4576,Distinction
526741,827,Fail
526761,1263,Fail
526810,801,Withdrawn
526818,3429,Pass
526819,4771,Fail
526819,4771,Fail
526821,2102,Pass
526876,1576,Fail
526896,3302,Pass
526912,1255,Withdrawn
526927,3108,Pass
526927,3108,Pass
526980,1287,Fail
527020,233,Pass
527039,214,Fail
527081,431,Withdrawn
527100,914,Distinction
527102,202,Fail
527148,3336,Pass
527164,6095,Distinction
527225,3474,Pass
527227,1117,Pass
527242,1226,Withdrawn
527306,686,Fail
527313,53,Fail
527323,793,Fail
527323,793,Fail
527343,30,Withdrawn
527382,46,Withdrawn
527393,815,Pass
527400,855,Fail
527427,329,Pass
527494,4156,Pass
527505,54,Withdrawn
527533,484,Withdrawn
527538,688,Distinction
527565,1139,Withdrawn
527574,3374,Pass
527580,1014,Pass
527601,673,Withdrawn
527619,2037,Withdrawn
527619,2037,Withdrawn
527619,2037,Withdrawn
527622,3601,Pass
527636,441,Fail
527659,63,Fail
527685,2527,Fail
527713,5545,Distinction
527742,278,Fail
527742,278,Distinction
527744,2079,Withdrawn
527744,2079,Withdrawn
527747,858,Withdrawn
527751,1046,Fail
527771,1148,Fail
527771,1148,Fail
527775,132,Fail
527789,80,Fail
527799,1071,Fail
527801,607,Fail
527826,7549,Distinction
527886,960,Pass
527917,2875,Pass
527927,3052,Withdrawn
527954,684,Fail
527958,366,Withdrawn
527964,946,Pass
527980,1597,Distinction
527991,852,Fail
528021,1423,Withdrawn
528021,1423,Withdrawn
528021,1423,Pass
528023,385,Fail
528034,1270,Fail
528056,43,Fail
528066,2173,Pass
528071,67,Withdrawn
528075,3515,Distinction
528083,1960,Withdrawn
528083,1960,Pass
528161,264,Pass
528175,822,Withdrawn
528175,822,Withdrawn
528184,2641,Pass
528204,33,Withdrawn
528220,294,Withdrawn
528250,512,Pass
528261,941,Distinction
528264,91,Withdrawn
528270,2058,Withdrawn
528270,2058,Withdrawn
528271,868,Withdrawn
528290,658,Withdrawn
528302,39,Fail
528330,9,Withdrawn
528351,5019,Distinction
528353,1197,Pass
528363,1193,Withdrawn
528420,661,Withdrawn
528424,951,Fail
528432,417,Distinction
528464,251,Pass
528467,935,Pass
528506,2532,Pass
528506,2532,Pass
528509,5262,Fail
528515,1090,Withdrawn
528517,3247,Pass
528535,304,Withdrawn
528538,366,Withdrawn
528551,1945,Pass
528559,2344,Pass
528642,134,Withdrawn
528642,134,Withdrawn
528649,391,Fail
528662,3221,Fail
528698,1997,Pass
528699,461,Withdrawn
528700,216,Withdrawn
528702,660,Fail
528713,1364,Withdrawn
528713,1364,Fail
528734,7498,Pass
528782,1023,Withdrawn
528822,24,Withdrawn
528846,5430,Fail
528892,1343,Pass
528892,1343,Pass
528904,1278,Pass
528918,60,Withdrawn
528923,1401,Fail
528961,31,Fail
528971,2120,Fail
528992,3147,Pass
528996,43,Withdrawn
529000,28,Fail
529025,4359,Pass
529025,4359,Pass
529030,2038,Pass
529065,1335,Pass
529073,802,Withdrawn
529073,802,Withdrawn
529078,2548,Fail
529078,2548,Pass
529097,3540,Pass
529153,206,Withdrawn
529163,12,Withdrawn
529174,329,Fail
529175,2763,Fail
529179,1,Withdrawn
529190,2663,Pass
529197,2197,Pass
529201,1608,Pass
529211,216,Fail
529212,341,Pass
529226,483,Fail
529240,5094,Pass
529287,785,Withdrawn
529297,1821,Pass
529304,423,Pass
529309,2317,Withdrawn
529309,2317,Pass
529349,7555,Distinction
529366,4457,Pass
529381,1797,Withdrawn
529383,202,Fail
529390,3,Withdrawn
529404,1483,Pass
529412,756,Fail
529434,540,Pass
529438,188,Fail
529446,781,Pass
529452,947,Fail
529458,556,Withdrawn
529486,4169,Pass
529490,851,Withdrawn
529493,5946,Pass
529502,3139,Pass
529503,686,Withdrawn
529509,248,Fail
529512,1263,Withdrawn
529512,1263,Pass
529522,267,Fail
529525,84,Withdrawn
529550,844,Withdrawn
529561,2222,Distinction
529563,1450,Pass
529565,2095,Pass
529566,1987,Pass
529567,1937,Distinction
529569,3196,Pass
529572,74,Fail
529597,109,Fail
529644,2547,Pass
529670,2682,Withdrawn
529670,2682,Withdrawn
529670,2682,Pass
529684,2291,Fail
529689,5283,Pass
529693,3738,Pass
529723,3485,Withdrawn
529723,3485,Pass
529760,189,Fail
529762,5079,Pass
529789,157,Fail
529789,157,Withdrawn
529795,115,Fail
529834,4776,Fail
529862,3763,Distinction
529863,1139,Pass
529864,3142,Fail
529868,1230,Pass
529870,4031,Distinction
529871,4949,Pass
529877,19,Withdrawn
529885,3,Withdrawn
529975,142,Fail
529991,5732,Fail
529991,5732,Pass
530021,598,Fail
530021,598,Withdrawn
530043,3310,Pass
530057,3730,Pass
530065,170,Pass
530087,1515,Pass
530112,3,Fail
530113,192,Withdrawn
530148,1359,Withdrawn
530153,404,Fail
530159,2249,Pass
530172,482,Withdrawn
530196,4700,Withdrawn
530196,4700,Withdrawn
530226,362,Pass
530234,1289,Pass
530245,71,Withdrawn
530266,103,Fail
530270,55,Withdrawn
530270,55,Withdrawn
530296,4545,Pass
530344,6848,Pass
530360,1833,Fail
530398,5,Withdrawn
530445,3325,Distinction
530481,9,Withdrawn
530487,1621,Pass
530493,183,Fail
530514,218,Pass
530519,334,Withdrawn
530558,5017,Pass
530567,5266,Distinction
530650,479,Pass
530663,1202,Pass
530669,2656,Pass
530676,499,Withdrawn
530736,1547,Pass
530748,305,Withdrawn
530753,240,Fail
530762,57,Withdrawn
530765,623,Pass
530772,2709,Pass
530802,7107,Distinction
530841,1731,Pass
530852,1583,Withdrawn
530852,1583,Withdrawn
530853,780,Fail
530862,4536,Pass
530936,251,Withdrawn
530940,9159,Pass
530941,989,Pass
530944,3924,Distinction
530967,614,Pass
530987,404,Pass
531000,8,Withdrawn
531018,4593,Distinction
531027,110,Fail
531047,2896,Withdrawn
531047,2896,Pass
531069,1277,Withdrawn
531069,1277,Withdrawn
531075,848,Withdrawn
531075,848,Fail
531077,3922,Distinction
531097,555,Fail
531124,1001,Pass
531182,2559,Pass
531190,2599,Pass
531202,4568,Distinction
531205,85,Withdrawn
531224,173,Pass
531234,1498,Withdrawn
531234,1498,Pass
531235,36,Withdrawn
531243,97,Withdrawn
531270,8552,Pass
531294,3427,Pass
531340,490,Withdrawn
531340,490,Withdrawn
531344,28,Withdrawn
531377,105,Fail
531384,4370,Pass
531397,252,Fail
531402,1665,Pass
531427,105,Fail
531428,90,Withdrawn
531448,1144,Fail
531450,1400,Fail
531464,102,Fail
531569,25,Fail
531573,143,Fail
531629,3711,Pass
531634,284,Fail
531643,3134,Distinction
531646,584,Fail
531709,3976,Distinction
531753,1256,Pass
531755,242,Pass
531787,997,Fail
531791,2201,Fail
531845,352,Fail
531865,1167,Pass
531871,2118,Pass
531888,150,Withdrawn
531888,150,Fail
531894,2156,Withdrawn
531896,955,Fail
531905,4895,Pass
531924,948,Pass
531953,12,Fail
532000,201,Withdrawn
532020,2180,Pass
532020,2180,Pass
532034,142,Fail
532049,1775,Fail
532050,1524,Fail
532062,1723,Withdrawn
532062,1723,Withdrawn
532067,44,Withdrawn
532114,80,Withdrawn
532116,859,Pass
532121,4224,Pass
532140,281,Pass
532142,26,Withdrawn
532144,538,Withdrawn
532144,538,Pass
532194,1374,Withdrawn
532236,328,Pass
532252,18,Withdrawn
532254,4016,Pass
532267,854,Withdrawn
532274,325,Fail
532335,1993,Pass
532350,2437,Pass
532396,317,Withdrawn
532413,2237,Pass
532428,2128,Fail
532436,3646,Pass
532440,2275,Withdrawn
532440,2275,Pass
532441,206,Withdrawn
532464,399,Fail
532468,6,Withdrawn
532473,100,Withdrawn
532477,4728,Pass
532491,3103,Pass
532491,3103,Pass
532500,460,Fail
532512,635,Withdrawn
532531,634,Fail
532531,634,Pass
532534,612,Fail
532565,4560,Withdrawn
532565,4560,Fail
532565,4560,Pass
532575,468,Withdrawn
532575,468,Fail
532578,1883,Pass
532579,10168,Pass
532579,10168,Pass
532584,29,Fail
532589,2474,Fail
532608,8907,Pass
532615,601,Distinction
532617,257,Distinction
532627,3552,Pass
532648,323,Withdrawn
532649,157,Fail
532665,144,Pass
532668,14,Fail
532683,47,Withdrawn
532695,4207,Fail
532703,169,Withdrawn
532710,85,Fail
532715,3579,Pass
532718,1221,Pass
532718,1221,Distinction
532739,221,Pass
532741,673,Fail
532742,8,Withdrawn
532745,1806,Pass
532750,379,Distinction
532779,1274,Pass
532839,1156,Withdrawn
532839,1156,Fail
532846,1649,Withdrawn
532846,1649,Fail
532855,1526,Pass
532859,176,Fail
532859,176,Withdrawn
532862,241,Fail
532863,458,Fail
532868,2775,Fail
532869,714,Pass
532886,577,Pass
532895,1033,Withdrawn
532928,224,Withdrawn
532941,67,Fail
532950,5349,Pass
532968,6045,Pass
532988,63,Fail
532988,63,Fail
533004,987,Fail
533004,987,Fail
533006,131,Withdrawn
533012,503,Fail
533012,503,Fail
533016,1518,Withdrawn
533044,2758,Pass
533054,266,Distinction
533068,398,Pass
533077,1035,Fail
533091,146,Distinction
533134,3816,Pass
533140,1496,Withdrawn
533141,265,Fail
533164,93,Withdrawn
533172,2975,Pass
533198,1829,Withdrawn
533198,1829,Withdrawn
533201,2920,Pass
533209,829,Pass
533210,908,Distinction
533217,2738,Pass
533291,1097,Pass
533301,165,Pass
533311,2006,Withdrawn
533311,2006,Pass
533321,7325,Distinction
533324,423,Pass
533347,433,Pass
533348,1409,Withdrawn
533365,182,Fail
533414,34,Withdrawn
533418,4263,Distinction
533449,11,Withdrawn
533458,2,Withdrawn
533485,2068,Pass
533512,325,Withdrawn
533512,325,Fail
533522,657,Fail
533523,5521,Pass
533527,246,Fail
533535,5463,Pass
533545,641,Pass
533614,3723,Distinction
533689,365,Fail
533697,322,Withdrawn
533709,188,Fail
533722,570,Distinction
533731,39,Fail
533737,6,Withdrawn
533829,84,Withdrawn
533839,433,Pass
533846,145,Fail
533874,592,Withdrawn
533877,3427,Distinction
533929,4537,Distinction
533944,445,Withdrawn
533969,72,Fail
533975,3071,Pass
533988,1625,Pass
533996,560,Withdrawn
533997,1591,Withdrawn
534014,1400,Fail
534018,472,Withdrawn
534037,4328,Pass
534047,10,Withdrawn
534051,294,Fail
534064,5540,Pass
534074,89,Withdrawn
534074,89,Withdrawn
534086,540,Fail
534093,2947,Pass
534093,2947,Pass
534112,1336,Withdrawn
534133,2003,Pass
534143,81,Fail
534151,90,Withdrawn
534163,242,Fail
534201,1800,Pass
534203,1659,Withdrawn
534203,1659,Pass
534234,2074,Fail
534251,190,Fail
534318,269,Withdrawn
534323,500,Pass
534343,703,Distinction
534346,628,Fail
534349,773,Withdrawn
534360,160,Pass
534371,2901,Pass
534373,916,Pass
534428,524,Withdrawn
534428,524,Pass
534431,5360,Pass
534432,381,Pass
534457,2312,Pass
534530,3,Fail
534588,114,Withdrawn
534602,5237,Distinction
534609,516,Fail
534647,560,Fail
534652,1253,Distinction
534671,47,Withdrawn
534672,369,Pass
534698,2497,Pass
534709,649,Pass
534715,493,Pass
534733,1465,Pass
534744,290,Fail
534750,3047,Fail
534765,532,Pass
534777,34,Withdrawn
534784,2997,Pass
534792,6130,Pass
534816,198,Fail
534827,178,Withdrawn
534854,2145,Fail
534856,2576,Pass
534884,177,Withdrawn
534892,3966,Fail
534908,118,Fail
534910,777,Pass
534913,1331,Pass
534944,151,Withdrawn
534946,265,Pass
534952,4868,Pass
534958,3257,Pass
534962,960,Withdrawn
534983,383,Pass
534989,1753,Pass
534991,203,Pass
534998,1426,Pass
535012,540,Fail
535037,5492,Pass
535047,613,Pass
535052,2025,Withdrawn
535077,1562,Pass
535131,2623,Pass
535140,753,Pass
535145,1794,Fail
535152,622,Withdrawn
535155,302,Withdrawn
535161,2005,Fail
535161,2005,Pass
535215,3247,Pass
535220,723,Withdrawn
535220,723,Fail
535228,46,Withdrawn
535259,6968,Fail
535259,6968,Distinction
535269,470,Withdrawn
535269,470,Fail
535276,286,Withdrawn
535278,213,Fail
535324,571,Fail
535328,981,Pass
535351,495,Fail
535351,495,Fail
535379,377,Pass
535390,948,Withdrawn
535396,252,Withdrawn
535407,364,Pass
535424,1082,Fail
535460,1459,Fail
535460,1459,Withdrawn
535462,38,Fail
535463,1087,Withdrawn
535468,2205,Pass
535486,142,Withdrawn
535506,598,Pass
535529,1399,Fail
535530,437,Pass
535542,749,Withdrawn
535548,373,Pass
535605,6139,Distinction
535618,37,Fail
535620,399,Fail
535628,2707,Pass
535632,620,Fail
535648,1583,Pass
535662,3506,Pass
535671,3628,Withdrawn
535671,3628,Pass
535682,67,Fail
535707,1220,Withdrawn
535707,1220,Withdrawn
535747,63,Withdrawn
535755,392,Pass
535760,326,Pass
535773,9162,Pass
535778,41,Fail
535789,23,Withdrawn
535794,1089,Fail
535799,1936,Pass
535800,726,Pass
535804,4463,Pass
535807,339,Fail
535820,734,Pass
535831,3533,Pass
535833,274,Pass
535963,1518,Distinction
535986,3263,Distinction
535997,949,Withdrawn
536032,576,Fail
536032,576,Pass
536038,2029,Withdrawn
536046,648,Fail
536050,55,Fail
536103,373,Withdrawn
536103,373,Fail
536112,943,Pass
536125,2645,Pass
536145,179,Withdrawn
536147,1124,Fail
536170,8459,Distinction
536170,8459,Distinction
536178,7593,Distinction
536188,443,Fail
536189,989,Pass
536199,445,Pass
536203,944,Withdrawn
536205,165,Pass
536210,917,Withdrawn
536210,917,Withdrawn
536214,3767,Pass
536243,22,Fail
536261,1118,Pass
536261,1118,Pass
536270,379,Withdrawn
536276,1729,Pass
536286,1103,Distinction
536296,1054,Pass
536318,628,Pass
536331,1105,Pass
536351,2666,Pass
536435,1332,Fail
536442,524,Withdrawn
536452,287,Pass
536455,2961,Pass
536475,2210,Fail
536487,28,Withdrawn
536503,82,Withdrawn
536510,170,Withdrawn
536519,142,Withdrawn
536536,860,Withdrawn
536536,860,Pass
536556,4771,Pass
536591,3051,Fail
536593,3994,Pass
536629,313,Pass
536632,158,Pass
536636,621,Fail
536647,420,Distinction
536649,434,Fail
536660,334,Pass
536663,89,Withdrawn
536666,206,Pass
536681,2001,Withdrawn
536696,763,Fail
536698,1210,Pass
536711,891,Withdrawn
536711,891,Withdrawn
536722,500,Fail
536726,8214,Fail
536736,266,Withdrawn
536736,266,Withdrawn
536767,67,Fail
536805,264,Pass
536825,126,Withdrawn
536843,536,Fail
536852,445,Fail
536856,461,Fail
536900,143,Pass
536906,2101,Pass
536926,1874,Pass
536930,2598,Pass
536941,2544,Pass
536950,3543,Pass
536963,3389,Pass
536979,589,Fail
536984,2543,Pass
536992,324,Pass
536996,28,Withdrawn
536999,296,Withdrawn
536999,296,Withdrawn
537028,118,Withdrawn
537028,118,Fail
537077,179,Pass
537081,871,Fail
537115,104,Fail
537133,2401,Withdrawn
537133,2401,Fail
537138,2070,Pass
537139,672,Pass
537151,95,Withdrawn
537162,4945,Pass
537171,551,Pass
537181,403,Pass
537193,2774,Pass
537194,4372,Pass
537255,5407,Pass
537259,647,Fail
537271,27,Fail
537320,108,Withdrawn
537321,9,Withdrawn
537322,6597,Pass
537322,6597,Withdrawn
537322,6597,Pass
537328,2624,Pass
537335,1134,Withdrawn
537342,1076,Distinction
537373,1453,Pass
537392,417,Withdrawn
537394,655,Withdrawn
537414,394,Pass
537434,2895,Pass
537452,270,Fail
537463,204,Withdrawn
537464,867,Pass
537473,1192,Pass
537488,3356,Pass
537515,2833,Pass
537558,658,Distinction
537572,3856,Pass
537577,725,Pass
537603,3456,Fail
537603,3456,Pass
537605,37,Fail
537606,1122,Fail
537606,1122,Fail
537621,75,Fail
537622,3270,Withdrawn
537622,3270,Pass
537640,976,Distinction
537645,4141,Pass
537652,709,Withdrawn
537652,709,Withdrawn
537654,2787,Withdrawn
537654,2787,Pass
537656,5554,Pass
537658,970,Fail
537658,970,Pass
537662,311,Pass
537670,642,Fail
537672,10364,Fail
537674,298,Fail
537676,40,Fail
537679,1405,Pass
537683,995,Fail
537687,4869,Pass
537688,576,Pass
537691,92,Withdrawn
537698,899,Pass
537700,2338,Fail
537703,6746,Distinction
537704,784,Pass
537747,1495,Pass
537756,563,Pass
537811,25159,Distinction
537811,25159,Distinction
537811,25159,Distinction
537844,2239,Fail
537868,2446,Fail
537875,1290,Pass
537898,707,Pass
537905,1058,Distinction
537918,94,Fail
537926,887,Fail
537929,2675,Pass
537938,1601,Pass
537942,3786,Pass
537955,3276,Pass
537962,794,Pass
537980,7640,Pass
537995,2710,Fail
538040,1346,Fail
538045,2480,Pass
