clicks_day30,active_days,avg_assessment_score,early_withdraw,target,gender_enc,region_enc,highest_education_enc,imd_band_enc,age_band_enc,disability_enc,code_module_enc,code_presentation_enc
343.0,106.0,65.0,0,0,0,0,0,6,0,0,2,2
155.0,10.0,0.0,0,0,1,1,2,7,0,0,2,2
402.0,50.0,74.2,0,0,1,5,0,0,0,0,2,2
597.0,108.0,98.88888888888889,0,1,1,4,0,4,0,1,2,2
816.0,109.0,61.94736842105263,0,0,1,6,0,3,0,0,2,2
70.0,8.0,0.0,1,0,0,8,0,4,0,0,2,2
611.0,198.0,89.55555555555556,0,1,1,6,1,4,1,0,2,2
80.0,6.0,0.0,0,0,1,12,2,7,0,0,2,2
883.0,93.0,71.76470588235294,0,0,1,6,0,8,0,0,2,2
88.0,41.0,83.44444444444444,0,0,1,3,0,4,0,0,2,2
352.0,38.0,37.0,0,0,1,6,2,1,0,0,2,2
497.0,47.0,50.0,0,0,1,0,0,1,0,0,2,2
367.0,91.0,91.6923076923077,0,1,1,8,0,4,0,1,2,2
0.0,0.0,0.0,1,0,1,5,0,2,0,0,2,2
646.0,110.0,56.76923076923077,0,0,1,8,0,5,0,0,2,2
646.0,146.0,95.11111111111111,0,1,1,4,4,-1,0,0,2,2
3278.0,230.0,95.0952380952381,0,1,1,3,2,1,0,0,2,2
423.0,78.0,63.44444444444444,0,1,1,12,0,3,0,0,2,2
943.0,85.0,73.84615384615384,0,0,1,0,1,8,0,0,2,2
0.0,0.0,0.0,1,0,1,6,1,8,0,0,2,2
421.0,64.0,91.77777777777777,0,1,1,4,4,-1,0,0,2,2
790.0,127.0,92.16666666666667,0,1,1,8,1,5,0,0,2,2
2.0,2.0,0.0,0,0,1,11,0,1,1,0,2,2
3576.0,236.0,94.0,0,1,1,6,2,9,1,0,2,2
304.0,93.0,97.33333333333333,0,1,1,6,4,9,0,0,2,2
877.0,38.0,69.33333333333333,0,0,1,4,2,-1,0,0,2,2
138.0,4.0,70.0,0,0,0,3,0,2,0,1,2,2
167.0,42.0,71.66666666666667,0,1,0,4,4,-1,0,0,2,2
837.0,79.0,92.375,0,1,0,4,1,-1,1,0,2,2
160.0,8.0,20.0,0,0,0,2,1,-1,1,0,2,2
1343.0,171.0,88.28,0,1,1,6,0,6,0,0,2,2
418.0,22.0,82.0,0,0,1,4,1,8,1,0,2,2
346.0,90.0,70.92307692307692,0,1,1,5,0,5,0,0,2,2
83.0,35.0,76.45454545454545,1,0,1,3,0,5,0,0,2,2
472.0,45.0,76.4,0,0,0,11,2,6,1,0,2,2
112.0,9.0,60.0,0,0,1,12,0,3,1,0,2,2
247.0,27.0,70.2,0,0,1,11,2,6,1,0,2,2
369.0,26.0,53.5,0,0,0,8,0,6,0,0,2,2
104.0,6.0,58.5,0,0,1,9,0,5,0,0,2,2
148.0,20.0,67.0,1,0,0,9,2,4,0,0,2,2
432.0,40.0,72.6,0,0,1,2,0,2,0,0,2,2
126.0,70.0,96.42857142857143,0,1,1,5,0,8,0,0,2,2
0.0,0.0,0.0,1,0,1,3,0,2,0,0,2,2
945.0,113.0,65.33333333333333,0,1,1,3,0,9,0,0,2,2
366.0,25.0,62.5,1,0,0,11,0,4,0,0,2,2
4.0,2.0,0.0,1,0,0,4,0,2,0,0,2,2
3266.0,110.0,77.33333333333333,0,0,1,8,2,8,0,0,2,2
258.0,44.0,66.0,0,0,1,6,0,9,0,0,2,2
632.0,147.0,84.8,0,1,1,0,1,9,0,1,2,2
28.0,37.0,79.66666666666667,0,1,1,10,0,7,0,1,2,2
156.0,30.0,68.38095238095238,0,1,1,10,0,5,0,0,2,2
717.0,45.0,48.714285714285715,1,0,1,12,2,2,0,0,2,2
395.0,64.0,62.8,1,0,0,11,0,0,0,0,2,2
1429.0,79.0,71.13333333333334,0,0,1,8,0,4,0,0,2,2
91.0,5.0,0.0,1,0,1,3,1,2,0,0,2,2
541.0,141.0,89.23809523809524,0,1,0,3,2,2,0,0,2,2
474.0,48.0,39.166666666666664,0,0,1,3,0,2,0,0,2,2
11.0,3.0,0.0,0,0,1,3,0,7,0,0,2,2
244.0,48.0,83.6,0,1,0,11,0,7,0,0,2,2
0.0,0.0,0.0,1,0,1,4,2,-1,0,0,2,2
493.0,37.0,75.0,0,0,1,8,2,9,0,1,2,2
1151.0,113.0,93.6,0,1,0,3,0,9,1,0,2,2
308.0,90.0,75.4,0,1,0,6,0,2,0,0,2,2
13.0,2.0,0.0,0,0,1,3,4,2,1,0,2,2
493.0,26.0,20.0,1,0,1,0,2,2,0,0,2,2
1475.0,164.0,70.55555555555556,0,1,1,12,0,7,0,0,2,2
345.0,74.0,29.6,0,0,1,4,4,-1,0,0,2,2
630.0,115.0,73.6923076923077,0,1,1,9,3,2,0,0,2,2
146.0,63.0,89.71428571428571,0,1,0,7,1,7,0,0,2,2
1270.0,64.0,58.09090909090909,0,0,1,1,0,4,0,0,2,2
75.0,11.0,0.0,0,0,1,7,0,8,0,0,2,2
460.0,43.0,26.0,0,0,0,5,0,7,0,0,2,2
438.0,34.0,55.857142857142854,0,0,1,7,2,6,0,0,2,2
398.0,16.0,40.0,0,0,1,5,0,0,0,0,2,2
370.0,33.0,42.166666666666664,0,0,1,11,0,5,0,0,2,2
486.0,49.0,85.5,0,0,0,2,1,-1,0,0,2,2
789.0,74.0,64.2,1,0,1,5,2,5,0,0,2,2
129.0,19.0,13.0,0,0,1,0,2,9,0,0,2,2
432.0,101.0,97.77777777777777,0,1,1,4,0,-1,0,1,2,2
21.0,7.0,0.0,1,0,1,3,1,0,0,0,2,2
355.0,17.0,56.5,0,0,1,12,0,0,0,0,2,2
277.0,36.0,67.0,0,0,0,3,1,5,0,0,2,2
1016.0,153.0,96.23076923076923,0,1,1,12,0,7,0,0,2,2
797.0,42.0,66.8,1,0,1,10,0,0,0,0,2,2
998.0,166.0,97.11111111111111,0,1,1,6,1,9,1,0,2,2
1367.0,143.0,95.11111111111111,0,1,0,4,2,-1,0,0,2,2
743.0,20.0,0.0,1,0,1,4,2,4,0,0,2,2
249.0,6.0,90.0,1,0,1,6,1,4,0,0,2,2
755.0,70.0,90.6,0,1,0,5,0,7,0,0,2,2
331.0,83.0,83.22222222222223,0,1,0,6,1,5,2,0,2,2
1061.0,51.0,58.0,0,0,1,6,0,2,0,0,2,2
698.0,71.0,75.5,1,0,1,9,3,3,0,0,2,2
0.0,0.0,0.0,1,0,1,9,0,7,0,0,2,2
121.0,28.0,85.57142857142857,0,1,0,9,0,4,0,1,2,2
641.0,122.0,82.66666666666667,1,0,1,11,0,9,0,0,2,2
646.0,140.0,84.11111111111111,0,1,1,4,2,-1,0,0,2,2
636.0,58.0,91.6,0,1,1,10,0,7,0,0,2,2
198.0,12.0,30.0,1,0,1,7,2,2,0,0,2,2
1049.0,150.0,91.53846153846153,0,1,1,9,1,5,0,0,2,2
398.0,63.0,98.11111111111111,0,1,1,6,2,7,1,0,2,2
2258.0,143.0,77.92307692307692,0,1,1,11,0,3,0,0,2,2
448.0,16.0,72.66666666666667,0,0,1,1,0,3,0,0,2,2
225.0,14.0,69.0,0,0,1,6,0,0,0,0,2,2
131.0,38.0,65.33333333333333,0,0,1,4,2,7,0,0,2,2
502.0,36.0,68.5,0,0,1,4,0,2,0,0,2,2
462.0,96.0,76.71428571428571,0,1,1,3,0,3,1,0,2,2
382.0,72.0,83.22222222222223,0,1,1,8,1,5,0,0,2,2
448.0,172.0,83.0,0,1,1,5,2,0,0,0,2,2
182.0,5.0,40.0,1,0,1,0,2,8,1,0,2,2
1061.0,153.0,83.88888888888889,0,1,1,0,1,8,1,0,2,2
1540.0,95.0,91.42857142857143,0,0,1,6,0,5,0,0,2,2
117.0,41.0,77.88888888888889,0,1,0,5,0,7,0,0,2,2
393.0,88.0,91.33333333333333,0,1,1,4,1,-1,0,0,2,2
236.0,23.0,72.0,0,0,0,6,0,5,0,0,2,2
78.0,4.0,0.0,1,0,1,3,1,4,1,0,2,2
212.0,60.0,63.2,0,1,1,3,1,6,0,0,2,2
440.0,43.0,66.2,1,0,1,12,2,2,0,0,2,2
590.0,35.0,65.25,0,0,1,6,1,-1,0,0,2,2
254.0,65.0,87.0,1,1,1,10,1,0,0,0,2,2
528.0,77.0,58.470588235294116,0,0,1,2,4,-1,0,0,2,2
928.0,138.0,81.75,0,1,0,11,0,4,0,0,2,2
381.0,67.0,75.0,0,1,0,10,1,6,1,0,2,2
1057.0,147.0,57.89473684210526,0,0,1,8,1,9,0,0,2,2
1019.0,105.0,55.0,0,0,1,1,0,5,1,0,2,2
983.0,82.0,89.15384615384616,0,1,1,1,1,9,0,0,2,2
458.0,120.0,68.46153846153847,0,1,1,2,2,5,0,0,2,2
2271.0,209.0,74.4,0,1,0,6,2,4,0,0,2,2
338.0,38.0,86.75,0,0,1,6,2,9,0,0,2,2
0.0,0.0,0.0,1,0,1,5,1,2,2,0,2,2
752.0,26.0,20.0,0,0,1,7,1,9,2,0,2,2
515.0,83.0,94.44444444444444,0,1,1,8,1,8,1,0,2,2
314.0,87.0,80.8,0,1,1,3,1,9,2,0,2,2
620.0,105.0,66.88888888888889,0,1,1,3,0,8,1,0,2,2
405.0,150.0,76.77777777777777,0,1,1,9,1,9,1,0,2,2
116.0,73.0,94.8,0,1,1,6,4,8,1,0,2,2
206.0,33.0,65.375,0,1,1,6,1,4,1,0,2,2
16.0,5.0,0.0,1,0,0,7,0,2,1,0,2,2
99.0,42.0,63.8,0,1,1,3,0,9,1,0,2,2
987.0,144.0,84.25,0,1,1,1,1,8,1,0,2,2
354.0,30.0,79.5,0,0,0,5,1,3,1,0,2,2
1276.0,189.0,75.5,0,1,1,8,0,9,1,0,2,2
215.0,60.0,69.66666666666667,0,0,0,8,0,6,1,0,2,2
289.0,15.0,40.0,1,0,0,1,2,8,1,0,2,2
202.0,66.0,73.2,0,1,1,6,0,8,1,0,2,2
400.0,148.0,90.0625,0,1,1,6,1,8,2,0,2,2
534.0,68.0,77.0,0,0,1,6,1,8,2,0,2,2
725.0,131.0,85.2,0,1,0,8,4,9,1,0,2,2
310.0,16.0,58.666666666666664,0,0,0,3,1,3,1,0,2,2
412.0,171.0,89.43478260869566,0,1,1,8,0,8,1,0,2,2
0.0,0.0,0.0,1,0,1,1,1,7,1,0,2,2
8.0,3.0,0.0,1,0,0,0,0,9,1,0,2,2
377.0,37.0,88.88888888888889,0,1,0,4,1,-1,1,0,2,2
2409.0,262.0,87.625,0,1,1,0,0,3,1,0,2,2
370.0,129.0,72.2,0,1,1,6,1,7,1,0,2,2
30.0,4.0,0.0,0,0,1,11,1,7,1,0,2,2
889.0,153.0,81.0,1,0,1,0,1,5,1,0,2,2
176.0,18.0,55.8,0,0,0,2,2,5,1,0,2,2
375.0,99.0,72.0,0,1,0,9,1,7,1,0,2,2
3187.0,222.0,89.44444444444444,0,1,0,8,0,9,1,1,2,2
402.0,80.0,71.2,0,1,1,7,0,9,1,0,2,2
1112.0,89.0,83.0,1,0,1,1,2,0,1,0,2,2
1162.0,119.0,77.16666666666667,0,1,1,8,4,9,2,0,2,2
422.0,55.0,82.66666666666667,0,0,1,11,2,4,1,0,2,2
185.0,16.0,50.0,1,0,1,5,1,3,1,0,2,2
587.0,17.0,40.0,0,0,0,2,0,-1,1,0,2,2
405.0,96.0,25.333333333333332,0,0,1,1,2,5,1,0,2,2
366.0,112.0,93.8,0,1,1,10,1,8,1,0,2,2
318.0,33.0,40.0,0,0,1,11,2,8,1,0,2,2
0.0,0.0,0.0,1,0,1,12,0,7,1,0,2,2
87.0,6.0,0.0,1,0,0,6,1,5,1,0,2,2
418.0,97.0,77.0,0,1,1,12,2,7,1,0,2,2
934.0,108.0,86.33333333333333,1,0,1,6,0,5,1,0,2,2
678.0,23.0,68.5,0,0,1,1,1,6,1,0,2,2
0.0,0.0,0.0,1,0,0,4,2,7,1,0,2,2
201.0,22.0,50.0,1,0,0,7,1,6,1,0,2,2
0.0,0.0,0.0,1,0,1,7,2,1,1,0,2,2
2832.0,140.0,88.76923076923077,0,0,1,0,0,3,1,0,2,2
923.0,126.0,65.8125,0,1,1,11,0,7,1,0,2,2
16.0,4.0,0.0,0,0,1,7,1,9,1,0,2,2
1034.0,38.0,70.0,0,0,1,3,1,7,1,0,2,2
183.0,14.0,40.0,0,0,1,10,2,9,1,0,2,2
549.0,163.0,79.625,0,1,1,6,0,4,1,0,2,2
442.0,61.0,59.666666666666664,0,0,1,3,0,8,1,0,2,2
342.0,54.0,89.25,0,0,1,2,0,7,1,0,2,2
90.0,95.0,86.2,0,1,1,9,0,7,1,0,2,2
384.0,69.0,57.22222222222222,0,0,0,4,2,-1,1,0,2,2
79.0,5.0,20.0,0,0,1,0,1,5,1,0,2,2
878.0,102.0,97.44444444444444,0,1,1,4,1,-1,1,0,2,2
456.0,24.0,50.0,0,0,1,6,0,0,1,0,2,2
330.0,39.0,67.5,0,0,1,9,1,7,1,0,2,2
318.0,51.0,33.333333333333336,0,0,1,9,1,7,1,0,2,2
902.0,38.0,65.5,0,0,1,8,0,9,1,1,2,2
2965.0,264.0,81.3076923076923,0,1,1,2,1,3,1,0,2,2
473.0,6.0,50.0,0,0,1,11,0,1,1,0,2,2
197.0,43.0,58.666666666666664,0,0,0,6,0,6,1,0,2,2
408.0,46.0,66.33333333333333,0,0,1,4,2,7,1,0,2,2
411.0,113.0,74.0,0,1,0,6,1,4,1,0,2,2
2621.0,199.0,88.76190476190476,0,1,0,9,0,6,1,0,2,2
600.0,33.0,96.0,0,0,1,8,2,3,1,0,2,2
47.0,3.0,0.0,1,0,1,11,1,7,1,0,2,2
2021.0,220.0,88.33333333333333,0,1,1,2,2,1,1,0,2,2
214.0,95.0,86.4,0,1,1,2,0,-1,1,0,2,2
633.0,63.0,48.5,0,0,1,3,0,8,1,0,2,2
1604.0,77.0,62.75,0,0,1,11,0,3,1,0,2,2
1965.0,201.0,81.63636363636364,0,1,1,5,2,0,1,0,2,2
0.0,0.0,0.0,0,0,1,6,1,2,1,0,2,2
289.0,50.0,88.5,0,1,0,3,0,1,1,1,2,2
480.0,62.0,66.33333333333333,0,0,1,2,2,5,1,0,2,2
506.0,132.0,47.90909090909091,0,0,1,6,1,6,1,0,2,2
224.0,113.0,41.0,0,1,1,11,0,4,1,0,2,2
150.0,62.0,52.5,0,0,1,6,2,5,1,0,2,2
606.0,19.0,60.0,1,0,0,4,1,-1,2,0,2,2
0.0,0.0,0.0,1,0,0,4,0,-1,1,0,2,2
249.0,24.0,75.5,0,0,0,1,1,5,1,0,2,2
1326.0,208.0,69.85,0,0,1,1,2,5,1,0,2,2
449.0,75.0,82.0,0,0,0,8,1,9,1,0,2,2
528.0,103.0,81.8,0,0,1,11,0,5,1,0,2,2
337.0,171.0,82.22222222222223,0,1,0,6,0,5,0,1,2,2
182.0,50.0,62.75,0,0,1,0,1,9,2,0,2,2
1293.0,117.0,89.57142857142857,0,1,1,2,4,-1,1,0,2,2
166.0,8.0,37.0,0,0,1,3,1,2,1,0,2,2
101.0,42.0,83.11111111111111,0,1,1,5,2,8,0,0,2,2
587.0,70.0,48.333333333333336,0,0,1,6,1,7,1,0,2,2
582.0,34.0,73.66666666666667,0,0,1,9,2,6,1,0,2,2
571.0,60.0,69.0,0,0,1,6,1,8,0,0,2,2
291.0,88.0,69.25,0,1,1,7,0,7,1,0,2,2
147.0,58.0,64.55555555555556,0,1,0,5,1,7,1,0,2,2
1942.0,188.0,91.25,0,1,1,6,0,8,0,1,2,2
4863.0,260.0,93.47826086956522,0,1,1,6,0,0,1,0,2,2
1669.0,208.0,86.53846153846153,0,1,1,1,2,3,1,0,2,2
28.0,8.0,12.0,0,0,1,3,1,2,1,0,2,2
794.0,44.0,95.0,1,0,1,6,1,-1,1,0,2,2
303.0,59.0,47.5,0,0,1,4,0,2,0,0,2,2
6567.0,259.0,84.77272727272727,0,1,0,8,1,9,1,1,2,2
614.0,94.0,60.55555555555556,1,0,1,9,0,2,1,0,2,2
1529.0,139.0,77.23076923076923,0,1,1,0,1,4,1,0,2,2
191.0,14.0,30.0,0,0,1,3,2,3,1,1,2,2
253.0,15.0,0.0,1,0,0,0,2,9,1,0,2,2
110.0,67.0,91.0,0,1,1,0,0,3,1,0,2,2
586.0,91.0,64.57142857142857,0,0,1,4,1,-1,1,0,2,2
1665.0,114.0,66.25,0,0,1,6,2,7,1,0,2,2
1371.0,137.0,86.52380952380952,0,1,0,0,1,9,0,0,2,2
184.0,50.0,65.2,1,0,1,6,0,6,1,0,2,2
174.0,16.0,0.0,1,0,1,1,1,1,1,0,2,2
1072.0,147.0,81.71428571428571,0,1,0,0,0,8,1,0,2,2
543.0,150.0,84.625,0,1,0,0,1,6,1,0,2,2
557.0,91.0,57.857142857142854,0,1,1,10,0,7,1,0,2,2
2.0,1.0,0.0,1,0,0,1,2,3,1,0,2,2
130.0,34.0,86.375,0,1,1,0,1,4,1,0,2,2
177.0,24.0,79.75,0,0,1,11,0,4,1,0,2,2
1069.0,188.0,74.22222222222223,0,1,1,6,1,7,1,0,2,2
753.0,148.0,90.0,0,1,1,12,0,3,1,0,2,2
439.0,77.0,81.22222222222223,0,1,1,5,2,9,0,0,2,2
650.0,16.0,0.0,1,0,1,9,2,5,0,0,2,2
0.0,0.0,0.0,1,0,1,3,2,3,1,0,2,2
1140.0,185.0,50.5,1,0,1,2,2,7,0,0,2,2
612.0,210.0,81.53846153846153,0,1,1,6,0,8,0,0,2,2
111.0,20.0,0.0,0,0,1,0,2,2,1,0,2,2
0.0,0.0,0.0,1,0,0,3,0,2,1,1,2,2
227.0,13.0,0.0,0,0,1,0,2,6,1,0,2,2
183.0,16.0,80.0,0,0,1,9,2,8,1,0,2,2
458.0,117.0,77.88888888888889,0,1,1,3,2,1,1,1,2,2
233.0,16.0,0.0,0,0,1,2,0,3,0,0,2,2
155.0,66.0,69.25,0,1,1,5,1,4,1,0,2,2
938.0,138.0,67.33333333333333,0,0,1,5,2,0,1,0,2,2
241.0,15.0,55.5,0,0,1,0,2,1,1,0,2,2
154.0,16.0,61.5,0,0,1,8,0,8,1,0,2,2
1085.0,177.0,92.52380952380952,0,1,1,0,0,6,0,0,2,2
980.0,33.0,30.0,0,0,1,9,2,8,0,1,2,2
368.0,13.0,0.0,0,0,1,12,2,7,0,0,2,2
579.0,36.0,80.0,0,0,0,5,2,2,0,0,2,2
452.0,64.0,68.57142857142857,1,0,0,12,0,7,0,0,2,2
392.0,92.0,93.88888888888889,0,1,0,3,0,1,0,0,2,2
0.0,0.0,0.0,1,0,1,6,1,6,1,0,2,2
1220.0,173.0,60.333333333333336,0,0,0,9,0,9,0,0,2,2
0.0,0.0,0.0,1,0,1,9,2,2,1,0,2,2
155.0,38.0,94.66666666666667,0,0,1,11,2,8,0,0,2,2
106.0,3.0,0.0,1,0,1,6,1,8,1,0,2,2
516.0,15.0,40.0,0,0,1,0,0,4,1,0,2,2
434.0,153.0,88.0,1,0,0,12,0,1,0,0,2,2
0.0,0.0,0.0,1,0,1,6,0,9,0,0,2,2
398.0,23.0,82.0,0,0,0,9,2,5,1,0,2,2
655.0,85.0,60.285714285714285,0,0,1,4,1,-1,1,0,2,2
362.0,55.0,77.08333333333333,0,1,1,6,1,7,0,0,2,2
491.0,155.0,76.75,1,0,0,11,0,3,0,0,2,2
0.0,0.0,0.0,1,0,1,0,1,7,1,0,2,2
117.0,19.0,0.0,0,0,1,11,2,7,0,1,2,2
1511.0,156.0,92.80952380952381,0,1,1,11,0,7,0,0,2,2
1359.0,159.0,88.15384615384616,0,1,0,4,1,-1,1,0,2,2
1041.0,100.0,91.0,0,1,0,8,0,2,1,0,2,2
342.0,67.0,36.785714285714285,0,0,1,12,0,3,0,0,2,2
448.0,99.0,88.44444444444444,0,1,1,0,0,5,0,0,2,2
573.0,136.0,78.0,0,1,0,0,0,6,1,1,2,2
480.0,204.0,89.0,1,0,1,5,2,2,1,0,2,2
233.0,10.0,0.0,1,0,0,12,0,7,0,0,2,2
564.0,44.0,88.33333333333333,0,0,0,6,1,4,1,0,2,2
547.0,91.0,64.16666666666667,0,0,0,4,2,2,0,0,2,2
777.0,115.0,79.21428571428571,0,0,0,8,2,4,0,1,2,2
0.0,0.0,0.0,1,0,0,3,2,0,0,1,2,2
252.0,48.0,52.4,0,1,1,6,4,9,1,0,2,2
162.0,13.0,20.0,0,0,1,11,0,5,0,0,2,2
483.0,28.0,51.5,0,0,1,0,2,8,0,0,2,2
600.0,82.0,63.142857142857146,0,0,1,3,1,0,1,0,2,2
302.0,43.0,84.88888888888889,0,1,0,6,1,5,0,0,2,2
288.0,13.0,60.0,0,0,1,5,1,6,1,0,2,2
101.0,7.0,0.0,1,0,0,5,2,0,1,1,2,2
214.0,63.0,81.44444444444444,0,1,1,6,1,8,0,0,2,2
450.0,107.0,82.38095238095238,0,1,0,4,2,-1,0,1,2,2
1816.0,130.0,78.85,0,1,1,1,0,1,0,0,2,2
126.0,26.0,75.0,0,0,1,3,1,5,2,0,2,2
370.0,9.0,0.0,0,0,0,5,2,2,0,0,2,2
2518.0,214.0,41.15384615384615,0,0,0,6,1,2,0,0,2,2
603.0,49.0,71.0,1,0,1,7,0,6,1,1,2,2
753.0,113.0,88.88888888888889,0,1,0,6,0,0,1,0,2,2
67.0,24.0,83.2,0,1,0,10,0,4,1,0,2,2
0.0,0.0,0.0,1,0,1,3,1,5,0,0,2,2
1082.0,187.0,82.46666666666667,0,1,1,5,0,7,1,0,2,2
1314.0,169.0,80.5,0,1,1,3,1,0,0,0,2,2
688.0,136.0,79.6,0,0,1,8,0,3,0,0,2,2
477.0,166.0,91.11111111111111,0,1,1,3,2,6,1,0,2,2
532.0,62.0,63.714285714285715,0,0,1,5,0,2,0,0,2,2
1640.0,176.0,66.25,0,0,1,5,0,0,1,1,2,2
297.0,94.0,89.33333333333333,0,1,1,9,0,1,0,1,2,2
459.0,94.0,82.33333333333333,0,1,1,6,0,9,0,0,2,2
280.0,31.0,70.0,0,0,1,8,0,9,1,0,2,2
771.0,96.0,63.2,0,0,0,0,0,8,1,0,2,2
0.0,1.0,0.0,0,0,1,2,0,-1,0,0,2,2
102.0,6.0,0.0,1,0,1,9,0,6,0,0,2,2
188.0,15.0,62.333333333333336,0,0,1,6,4,9,1,0,2,2
628.0,83.0,66.77777777777777,0,1,1,8,2,3,1,0,2,2
954.0,174.0,83.15384615384616,0,1,1,8,2,3,0,0,2,2
0.0,0.0,0.0,1,0,0,6,1,1,0,0,2,2
284.0,34.0,60.666666666666664,0,0,1,3,1,3,1,0,2,2
321.0,61.0,48.714285714285715,1,0,1,1,2,5,0,0,2,2
258.0,138.0,91.9,0,1,1,3,4,1,1,0,2,2
430.0,68.0,58.333333333333336,0,1,1,9,0,6,0,0,2,2
1098.0,96.0,70.5,1,0,1,8,2,5,1,0,2,2
66.0,3.0,0.0,1,0,1,12,1,0,1,0,2,2
437.0,178.0,84.6,0,1,1,4,2,3,0,1,2,2
414.0,83.0,71.33333333333333,0,1,1,6,0,6,0,0,2,2
492.0,98.0,84.4,0,1,1,1,2,5,0,1,2,2
631.0,83.0,71.2,0,0,1,8,2,5,0,0,2,2
766.0,93.0,73.3076923076923,0,1,1,4,0,4,0,0,2,2
431.0,45.0,75.4,0,0,1,11,0,0,0,0,2,2
203.0,16.0,37.0,0,0,0,8,0,9,0,1,2,2
188.0,6.0,0.0,1,0,0,2,0,3,0,0,2,2
105.0,68.0,53.666666666666664,0,0,1,3,0,0,0,0,2,2
1906.0,237.0,92.4,0,1,1,8,0,5,0,0,2,2
957.0,53.0,81.0,0,0,0,8,1,8,1,0,2,2
0.0,0.0,0.0,1,0,0,9,0,6,1,0,2,2
238.0,51.0,91.4,0,1,1,9,0,3,0,1,2,2
297.0,21.0,67.0,0,0,1,12,2,3,0,0,2,2
941.0,211.0,75.2,0,1,1,0,0,6,0,0,2,2
154.0,49.0,48.75,0,1,1,4,2,2,1,0,2,2
233.0,78.0,68.53846153846153,0,1,1,6,4,5,0,0,2,2
81.0,7.0,0.0,1,0,1,6,4,2,1,0,2,2
51.0,12.0,86.5,0,0,1,1,2,6,1,0,2,2
276.0,44.0,42.0,0,0,1,12,1,5,1,0,2,2
195.0,26.0,25.833333333333332,0,0,1,0,2,4,1,0,2,2
117.0,15.0,70.0,0,0,1,5,0,6,1,0,2,2
315.0,99.0,90.8,0,1,0,9,0,3,1,0,2,2
127.0,20.0,46.333333333333336,0,0,0,1,0,3,1,0,2,2
198.0,31.0,62.75,0,0,0,3,4,1,1,0,2,2
235.0,56.0,67.6,0,1,0,6,2,3,0,1,2,2
2360.0,181.0,57.90909090909091,0,0,1,0,2,7,1,0,2,2
98.0,3.0,0.0,1,0,1,7,0,1,1,0,2,2
996.0,108.0,78.58333333333333,1,0,1,5,0,7,0,0,2,2
393.0,151.0,89.375,0,1,1,6,0,6,0,0,2,2
744.0,105.0,87.25,1,0,0,11,2,8,1,0,2,2
183.0,41.0,74.66666666666667,1,0,0,0,0,9,0,0,2,2
570.0,145.0,84.88888888888889,0,1,1,4,0,-1,1,0,2,2
444.0,106.0,87.66666666666667,0,1,0,6,1,6,0,0,2,2
985.0,131.0,39.25,0,0,1,10,2,5,0,0,2,2
369.0,70.0,74.44444444444444,0,1,0,0,0,5,0,0,2,3
758.0,39.0,78.0,0,0,0,6,1,4,0,0,2,3
410.0,126.0,93.33333333333333,0,1,1,12,1,7,0,0,2,3
131.0,59.0,53.6,0,1,1,7,2,8,1,0,2,3
99.0,12.0,59.5,1,0,0,12,2,6,0,0,2,3
384.0,91.0,59.22222222222222,0,0,1,1,0,8,0,0,2,3
159.0,49.0,75.25,0,1,1,10,0,7,0,0,2,3
2522.0,271.0,83.76923076923077,0,1,1,4,2,-1,0,0,2,3
288.0,54.0,93.55555555555556,0,1,1,0,1,9,0,0,2,3
527.0,130.0,99.33333333333333,0,1,0,6,1,6,1,0,2,3
697.0,185.0,96.88888888888889,0,1,1,8,4,9,2,0,2,3
282.0,55.0,73.33333333333333,0,0,1,6,2,5,0,0,2,3
1054.0,150.0,75.22222222222223,0,0,1,10,2,0,1,0,2,3
1119.0,142.0,87.0,0,1,1,9,0,9,0,0,2,3
301.0,54.0,98.0,0,1,0,3,1,2,1,0,2,3
2283.0,219.0,94.57142857142857,0,1,0,8,1,5,1,0,2,3
593.0,73.0,83.71428571428571,0,0,1,2,1,-1,1,0,2,3
1343.0,161.0,86.46153846153847,1,0,1,8,1,9,0,0,2,3
1219.0,105.0,87.0625,0,0,0,3,2,1,0,0,2,3
304.0,124.0,90.88888888888889,0,1,1,11,0,9,0,0,2,3
321.0,85.0,75.28571428571429,0,0,1,0,0,3,0,0,2,3
509.0,181.0,86.15384615384616,0,1,1,7,2,9,0,0,2,3
701.0,128.0,68.25,0,1,0,0,2,8,0,1,2,3
419.0,57.0,56.0,0,0,1,9,1,5,1,0,2,3
653.0,145.0,78.88888888888889,0,1,1,2,2,-1,0,0,2,3
517.0,171.0,81.0,1,0,1,8,0,1,0,0,2,3
1139.0,84.0,12.4,1,0,0,12,3,2,0,0,2,3
1064.0,147.0,45.0,0,0,1,10,2,7,0,0,2,3
1564.0,193.0,88.23809523809524,0,1,1,6,2,5,0,0,2,3
293.0,54.0,56.625,0,0,1,5,0,1,0,0,2,3
1260.0,208.0,51.0,0,0,0,10,2,5,1,0,2,3
55.0,26.0,25.0,0,0,1,5,0,4,0,0,2,3
243.0,25.0,10.0,0,0,1,6,2,1,0,0,2,3
428.0,94.0,81.77777777777777,0,1,1,3,1,5,1,0,2,3
137.0,46.0,33.714285714285715,0,0,1,6,0,7,0,0,2,3
0.0,0.0,0.0,1,0,0,5,0,1,1,0,2,3
713.0,177.0,75.9375,0,1,1,8,2,8,0,0,2,3
146.0,43.0,51.8,0,0,1,6,2,1,1,0,2,3
